Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDF41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13118,12.15,245.25,4.0
Low Fat,FDX40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.098993,12.85,39.32,4.0
Low Fat,FDB17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036672,13.15,182.6,4.0
Low Fat,FDP04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013813,15.35,64.72,4.0
Low Fat,FDC41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.116913,15.6,78.17,4.0
Low Fat,FDM28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045204,15.7,180.27,4.0
Low Fat,FDV40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014692,17.35,74.1,4.0
Low Fat,FDZ52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.100075,19.2,110.29,4.0
Low Fat,FDU40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037404,20.85,192.55,4.0
Low Fat,FDS08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056961,5.735,176.34,4.0
Low Fat,FDZ55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025409,6.055,160.89,4.0
Low Fat,FDB44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.016959,6.655,210.06,4.0
Low Fat,FDI56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.093385,7.325,91.31,4.0
Low Fat,FDA19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055127,7.52,128.3,4.0
Low Fat,FDW56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0709,7.68,192.62,4.0
Low Fat,FDU32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025968,8.785,119.94,4.0
Low Fat,FDU07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059847,11.1,150.14,4.0
Low Fat,FDS07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099758,12.35,113.95,4.0
Low Fat,FDF20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03322,12.85,196.68,4.0
Low Fat,FDA32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030094,14.0,215.72,4.0
Low Fat,FDE44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.171388,14.65,50.77,4.0
Low Fat,FDB09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057396,16.25,125.8,4.0
Low Fat,FDP07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089902,18.2,197.51,4.0
Low Fat,FDR43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16149,18.2,37.62,4.0
Low Fat,FDP20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045669,19.85,126.4,4.0
Low Fat,FDQ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03614,20.5,120.08,4.0
Low Fat,FDE32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048759,20.7,37.35,4.0
Low Fat,DRK47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.064064,7.905,229.27,4.0
Low Fat,DRG23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.086781,8.88,152.27,4.0
Low Fat,DRJ35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.046585,10.1,61.29,4.0
Low Fat,DRO47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070547,10.195,114.09,4.0
Low Fat,DRP47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.140603,15.75,252.84,4.0
Low Fat,DRL47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038737,19.7,127.44,4.0
Low Fat,NCM05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059847,6.825,262.52,4.0
Low Fat,NCO05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.046559,7.27,100.54,4.0
Low Fat,NCL29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.113939,9.695,160.26,4.0
Low Fat,NCN17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054939,11.0,101.44,4.0
Low Fat,NCQ29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10423,12.0,259.53,4.0
Low Fat,NCL41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041738,12.35,33.12,4.0
Low Fat,NCT29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.064111,12.6,122.34,4.0
Low Fat,NCA41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032587,16.75,191.92,4.0
Low Fat,NCK05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077454,20.1,59.25,4.0
Low Fat,NCU30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.034875,5.11,161.72,4.0
Low Fat,NCS30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.093026,5.945,128.77,4.0
Low Fat,NCY42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015163,6.38,145.15,4.0
Low Fat,NCB19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.090296,6.525,84.69,4.0
Low Fat,NCS06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.064963,7.935,263.69,4.0
Low Fat,NCS38,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.090191,8.6,112.92,4.0
Low Fat,NCS42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.069416,8.6,92.51,4.0
Low Fat,NCU54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.098622,8.88,208.43,4.0
Low Fat,NCX54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04806,9.195,105.86,4.0
Low Fat,NCA18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056078,10.1,117.85,4.0
Low Fat,NCN26,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02868,10.85,115.18,4.0
Low Fat,NCG54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079806,12.1,172.11,4.0
Low Fat,NCG07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052502,12.3,190.85,4.0
Low Fat,NCJ18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.163942,12.35,117.01,4.0
Low Fat,NCU18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05584,15.1,139.85,4.0
Low Fat,NCE30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099136,16.0,210.39,4.0
Low Fat,NCX30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026621,16.7,249.28,4.0
Low Fat,NCF30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.126244,17.0,124.64,4.0
Low Fat,NCH30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067154,17.1,114.39,4.0
Low Fat,NCL30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04894,18.1,127.53,4.0
Low Fat,NCI42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.010366,18.75,207.1,4.0
Low Fat,NCQ50,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.034307,18.75,215.22,4.0
Low Fat,NCL18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.167584,18.85,194.61,4.0
Low Fat,NCC06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026986,19.0,127.13,4.0
Low Fat,NCB18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041291,19.6,86.95,4.0
Low Fat,NCI43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025969,19.85,49.54,4.0
Low Fat,NCA06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.143284,20.5,37.92,4.0
Low Fat,NCE54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0269,20.7,73.94,4.0
Low Fat,NCP06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039246,20.7,151.44,4.0
Low Fat,NCD54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029009,21.1,143.38,4.0
Low Fat,FDM03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06536,12.65,107.89,4.0
Low Fat,FDX15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.156299,17.2,162.16,4.0
Low Fat,FDR39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.083799,20.35,184.13,4.0
Low Fat,NCM07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039962,9.395,84.09,4.0
Low Fat,NCK07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048687,10.65,164.15,4.0
Low Fat,NCN19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06403,13.1,189.25,4.0
Low Fat,NCP50,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02056,17.35,78.76,4.0
Low Fat,NCN14,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.091918,19.1,182.76,4.0
Low Fat,NCJ31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.182654,19.2,243.02,4.0
Low Fat,FDL33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099963,7.235,193.85,4.0
Low Fat,FDR33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026789,7.31,110.36,4.0
Low Fat,FDT21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020392,7.42,248.91,4.0
Low Fat,FDQ46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.103813,7.51,113.75,4.0
Low Fat,FDQ34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.162243,10.85,107.86,4.0
Low Fat,FDH58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03694,12.3,113.18,4.0
Low Fat,FDF58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009581,13.3,64.95,4.0
Low Fat,FDJ09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070866,15.0,43.47,4.0
Low Fat,FDS57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.103442,15.5,144.85,4.0
Low Fat,FDI33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.028419,16.5,92.81,4.0
Low Fat,FDY10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049068,17.6,115.62,4.0
Low Fat,FDZ09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.104879,17.6,164.89,4.0
Low Fat,DRC25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045372,5.73,86.09,4.0
Low Fat,DRJ01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.115032,6.135,161.02,4.0
Low Fat,DRL60,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027059,8.52,153.37,4.0
Low Fat,DRH13,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.023886,8.575,106.63,4.0
Low Fat,DRF25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038925,9.0,34.92,4.0
Low Fat,DRD37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013842,9.8,45.21,4.0
Low Fat,DRJ37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061101,10.8,151.9,4.0
Low Fat,DRE37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09422,13.5,189.99,4.0
Low Fat,DRG36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095378,14.15,170.51,4.0
Low Fat,DRN36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.069264,15.2,96.68,4.0
Low Fat,DRI25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033901,19.6,56.26,4.0
Low Fat,DRH49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024656,19.7,84.36,4.0
Low Fat,FDC35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.122838,7.435,208.76,4.0
Regular,FDC60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.114472,5.425,88.35,4.0
Regular,FDZ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065784,6.035,188.22,4.0
Regular,FDT12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049622,6.215,226.11,4.0
Regular,FDB49,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030151,8.3,98.74,4.0
Regular,FDY12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.140611,9.8,49.8,4.0
Regular,FDA47,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.116674,10.5,161.72,4.0
Regular,FDB12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105308,11.15,102.06,4.0
Regular,FDO48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026841,15.0,219.85,4.0
Regular,FDX11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.106752,16.0,181.46,4.0
Regular,FDZ47,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079296,20.7,97.2,4.0
Regular,FDQ11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067701,5.695,256.6,4.0
Regular,FDT11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029372,5.94,186.76,4.0
Regular,FDT23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.074731,7.72,77.6,4.0
Regular,FDY47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054484,8.6,130.13,4.0
Regular,FDR37,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06625,16.5,183.33,4.0
Regular,FDQ49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039248,20.2,157.66,4.0
Regular,FDA37,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055227,7.81,123.1,4.0
Regular,FDD26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.072155,8.71,183.39,4.0
Regular,FDF38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026358,11.8,39.61,4.0
Regular,FDM02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.073735,12.5,87.12,4.0
Regular,FDC14,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041249,14.5,40.55,4.0
Regular,FDH50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.161435,15.0,185.13,4.0
Regular,FDJ26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.084765,15.3,215.02,4.0
Regular,FDZ25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027617,15.7,168.28,4.0
Regular,FDW02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037699,4.805,125.57,4.0
Regular,FDW38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13868,5.325,53.73,4.0
Regular,FDX38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048207,10.5,45.94,4.0
Regular,FDQ26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067872,13.5,57.86,4.0
Regular,FDB03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.156832,17.75,241.05,4.0
Regular,FDT26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067954,18.85,119.04,4.0
Regular,FDV26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07616,20.25,196.28,4.0
Regular,FDP40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.034357,4.555,112.65,4.0
Regular,FDH04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011373,6.115,89.65,4.0
Regular,FDD41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08726,6.765,105.03,4.0
Regular,FDM16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033555,8.155,74.74,4.0
Regular,FDI05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12687,8.35,74.44,4.0
Regular,FDG05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.087847,11.0,156.86,4.0
Regular,FDA04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06673,11.3,257.3,4.0
Regular,FDI04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.072912,13.65,198.44,4.0
Regular,FDP28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08064,13.65,262.69,4.0
Regular,FDF28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037865,15.7,124.1,4.0
Regular,FDA40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099271,16.0,88.59,4.0
Regular,FDY16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.092227,18.35,184.43,4.0
Regular,FDI41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062257,18.5,148.04,4.0
Regular,FDE17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054455,20.1,149.54,4.0
Regular,FDN56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.107057,5.46,144.98,4.0
Regular,FDS56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038757,5.785,260.73,4.0
Regular,FDO31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.028983,6.76,79.6,4.0
Regular,FDD44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0784,8.05,259.06,4.0
Regular,FDV44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039844,8.365,190.12,4.0
Regular,FDU31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024991,10.5,217.95,4.0
Regular,FDR55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.132084,12.15,189.59,4.0
Regular,FDW19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0385,12.35,110.76,4.0
Regular,FDK20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041558,12.6,124.51,4.0
Regular,FDS44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.156044,12.65,239.65,4.0
Regular,FDS31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044192,13.1,180.33,4.0
Regular,FDS19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.064207,13.8,76.0,4.0
Regular,FDH45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105667,15.1,41.68,4.0
Regular,FDO19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.016597,17.7,48.3,4.0
Regular,FDI08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066297,18.2,247.11,4.0
Regular,FDW32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.094297,18.35,84.39,4.0
Regular,FDT32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065634,19.0,186.52,4.0
Regular,FDB57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.018805,20.25,220.68,4.0
Regular,FDX31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014826,20.35,233.3,4.0
Regular,FDP03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061177,5.15,121.84,4.0
Regular,FDO27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.179077,6.175,94.38,4.0
Regular,FDR15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033438,9.3,153.23,4.0
Regular,FDN03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01509,9.8,249.64,4.0
Regular,FDT27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.069587,11.395,234.66,4.0
Regular,FDT15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.042682,12.15,184.3,4.0
Regular,FDG33,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14024,5.365,171.08,4.0
Regular,FDX22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.022975,6.785,208.79,4.0
Regular,FDC22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.136428,6.89,193.98,4.0
Regular,FDV10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070866,7.645,41.81,4.0
Regular,FDX33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.117485,9.195,158.56,4.0
Regular,FDI34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.085136,10.65,232.37,4.0
Regular,FDM09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.085932,11.15,169.68,4.0
Regular,FDO45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037953,13.15,89.59,4.0
Regular,FDO09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.125275,13.5,262.19,4.0
Regular,FDY33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.097201,14.5,159.43,4.0
Regular,FDP45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030625,15.7,252.27,4.0
Regular,FDC34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.172759,16.0,157.1,4.0
Regular,FDY22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.159721,16.5,144.51,4.0
Regular,FDR34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015965,17.0,229.44,4.0
Regular,FDX57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047266,17.25,97.01,4.0
Regular,DRY23,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.109096,9.395,44.61,4.0
Regular,DRC36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044985,13.0,175.01,4.0
Regular,FDD47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.142411,7.6,171.94,4.0
Regular,FDD59,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075184,10.5,78.3,4.0
Low Fat,FDS35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.111221,9.3,65.78,4.0
Low Fat,FDS52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005475,8.89,99.7,4.0
Low Fat,NCY29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077234,13.65,56.89,4.0
Low Fat,NCW54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.096413,7.5,55.36,4.0
Regular,FDH60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.080737,19.7,197.01,4.0
Regular,FDB26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031267,14.0,51.46,4.0
Regular,FDX39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049676,14.3,212.46,4.0
Regular,FDO10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.012752,13.65,55.56,4.0
Low Fat,FDQ16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.041823,19.7,108.09,4.0
Low Fat,DRH11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.075711,5.98,55.66,4.0
Low Fat,FDX58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.043852,13.15,182.7,4.0
Low Fat,FDO60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034564,20.0,45.31,4.0
Low Fat,FDH57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03595,10.895,132.93,4.0
Low Fat,DRO35,Hard Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034766,13.85,114.25,4.0
Low Fat,NCB42,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00861,11.8,114.85,4.0
Low Fat,NCY05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.055301,13.5,34.69,4.0
Low Fat,NCK05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.077892,20.1,59.35,4.0
Low Fat,NCW42,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0588,18.2,220.75,4.0
Low Fat,FDE58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.070866,18.5,119.81,4.0
Low Fat,DRI25,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034093,19.6,56.66,4.0
Low Fat,FDW23,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.082179,5.765,37.02,4.0
Low Fat,FDW24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037573,6.8,50.2,4.0
Low Fat,FDY59,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.031467,8.195,91.85,4.0
Low Fat,FDF12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.082595,8.235,149.11,4.0
Low Fat,FDK24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1015,9.195,45.27,4.0
Low Fat,FDH12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.085126,9.6,107.13,4.0
Low Fat,FDI24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.078903,10.3,177.64,4.0
Low Fat,FDJ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.074331,11.3,245.21,4.0
Low Fat,FDN48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.065082,13.35,93.08,4.0
Low Fat,FDY48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.023783,14.0,104.03,4.0
Low Fat,FDN12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081268,15.6,110.25,4.0
Low Fat,FDP60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.056032,17.35,102.3,4.0
Low Fat,FDV36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026355,18.7,127.1,4.0
Low Fat,FDP23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.035659,6.71,218.32,4.0
Low Fat,FDV23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.106051,11.0,124.4,4.0
